entity_id,region_name,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,nace_level_1_name,nace_level_2_name,revenue_pct,activity_type,env_score_adjustment
4215,Western Europe,Netherlands,417000000,2.913,3.327,2,3.262,1560,1428,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",0.06,Manufacturing,Manufacturing
4215,Western Europe,Netherlands,417000000,2.913,3.327,2,3.262,1560,1428,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",0.06,Other,Other
4215,Western Europe,Netherlands,417000000,2.913,3.327,2,3.262,1560,1428,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",0.06,Operation,Operation
3942,Northern America,United States of America,849300000,3.084,3.093,3,3.167,329,1476,Information and communication,Publishing activities,0.9339254,Operation,Operation
3942,Northern America,United States of America,849300000,3.084,3.093,3,3.167,329,1476,Information and communication,"Computer programming, consultancy and related activities",0.0660746,Operation,Operation
2265,Western Europe,France,573000000,3.071,3.638,2.419,2.833,987,1476,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",0.856643357,N/A,N/A
2265,Western Europe,France,573000000,3.071,3.638,2.419,2.833,987,1476,Financial and insurance activities,Activities auxiliary to financial services and insurance activities,0.143356643,N/A,N/A
3936,Western Europe,Netherlands,468000000,2.872,2.93,2.855,2.786,10900,1477,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,1,N/A,N/A
3160,Western Europe,France,1600000000,2.903,3.675,2,2.595,23843,1535,Financial And Insurance Activities,Real estate activities,0.03,N/A,N/A
3160,Western Europe,France,1600000000,2.903,3.675,2,2.595,23843,1535,Education,Human health activities,0.04,N/A,N/A
3160,Western Europe,France,1600000000,2.903,3.675,2,2.595,23843,1535,Education,Residential care activities,0.87,N/A,N/A
3160,Western Europe,France,1600000000,2.903,3.675,2,2.595,23843,1535,Education,Social work activities without accommodation,0.06,N/A,N/A
2807,Western Europe,Malta,435800000,4.006,4.699,3.309,3.595,84709,1537,Transportation And Storage,Water transport,0.824919688,Transportation,Transportation
2807,Western Europe,Malta,435800000,4.006,4.699,3.309,3.595,84709,1537,"Professional, Scientific And Technical Activities","Travel agency, tour operator and other reservation service and related activities",0.175080312,Transportation,Transportation
1358,Western Europe,Germany,1058223000,2.317,2.182,2.783,2,141933,1558,"Professional, scientific and technical activities",Activities of head offices and management consultancy,1,N/A,N/A
1078,Northern America,United States of America,6120000000,3.068,3.8,3.039,1.786,8825,1597,Manufacturing,Manufacture of chemicals and chemical products,0.666666667,Operation,Operation
1078,Northern America,United States of America,6120000000,3.068,3.8,3.039,1.786,8825,1597,Manufacturing,Manufacture of chemicals and chemical products,0.666666667,Manufacturing,Manufacturing
1078,Northern America,United States of America,6120000000,3.068,3.8,3.039,1.786,8825,1597,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.333333333,Operation,Operation
1078,Northern America,United States of America,6120000000,3.068,3.8,3.039,1.786,8825,1597,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.333333333,Manufacturing,Manufacturing
1785,Western Europe,Sweden,827000000,3.01,4,1.95,2.5,22773,1600,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,N/A,N/A
2132,Western Europe,France,932923000,3.565,4.25,2.945,3.119,28423,1601,Construction,Civil engineering,0.870517928,N/A,N/A
2132,Western Europe,France,932923000,3.565,4.25,2.945,3.119,28423,1601,Information and communication,Publishing activities,0.129482072,N/A,N/A
1655,Western Europe,Luxembourg,504771299,2.559,2.891,2.189,2.405,348,1608,Information and communication,Information service activities,0.562946718,Operation,Operation
1655,Western Europe,Luxembourg,504771299,2.559,2.891,2.189,2.405,348,1608,Information and communication,"Computer programming, consultancy and related activities",0.437053282,Operation,Operation
1425,Western Europe,United Kingdom of Great Britain and Northern Ireland,1706700000,3.382,3.351,4.818,1.714,2743,1630,Human Health And Social Work Activities,Gambling and betting activities,1,N/A,N/A
4188,Western Europe,United Kingdom of Great Britain and Northern Ireland,1216795000,2.821,3.565,2.43,1.952,79,1663,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",1,N/A,N/A
1332,Western Europe,Italy,2341600000,2.682,3.9,1.661,1.714,37280,1714,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Other,Other
3410,Western Europe,Netherlands,2400000000,3.504,4,3.059,3.143,4815.7,1714.3,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,N/A,N/A
1091,Western Europe,United Kingdom of Great Britain and Northern Ireland,2350200000,3.07,3.653,2.711,2.452,242.4,1726,Financial and insurance activities,Activities auxiliary to financial services and insurance activities,1,N/A,N/A
2575,Western Europe,Germany,248316000,2.979,3.1,2.917,2.833,524,1726,"Professional, Scientific And Technical Activities",Employment activities,1,Operation,Operation
1866,Western Europe,United Kingdom of Great Britain and Northern Ireland,9446500000,2.847,3.097,3,2.214,16309,1741,Financial and insurance activities,"Financial service activities, except insurance and pension funding",0.109542888,Other,Other
1866,Western Europe,United Kingdom of Great Britain and Northern Ireland,9446500000,2.847,3.097,3,2.214,16309,1741,Financial And Insurance Activities,Real estate activities,0.890457112,Other,Other
3389,Western Europe,Germany,412000000,2.98,3.9,1.8,2.738,1655,1757,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Manufacturing,Manufacturing
3785,Western Europe,France,599700000,3.028,4,1.75,2.81,1655.64,1757.36,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,N/A,N/A
1504,Western Europe,United Kingdom of Great Britain and Northern Ireland,1402367000,3.156,3.744,3,2.286,31283,1758,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1,Other,Other
2254,Western Europe,Luxembourg,557000000,2.908,2.937,2.926,2.833,556,1783,Financial and insurance activities,Activities auxiliary to financial services and insurance activities,1,N/A,N/A
1064,Western Europe,France,715000000,3.177,3.742,2.617,2.833,12698,1814,Manufacturing,Manufacture of food products,1,Farming,Farming
1375,Western Europe,United Kingdom of Great Britain and Northern Ireland,1529800000,3.522,3.775,3.598,2.976,8391,1823,Accommodation And Food Service Activities,Food and beverage service activities,1,Other,Other
1375,Western Europe,United Kingdom of Great Britain and Northern Ireland,1529800000,3.522,3.775,3.598,2.976,8391,1823,Accommodation And Food Service Activities,Food and beverage service activities,1,Other,Other
1264,Western Europe,Italy,787770000,3.043,3.4,3,2.452,4485.4,1840.6,Manufacturing,Manufacture of electrical equipment,0.5,Raw materials,Raw materials
1264,Western Europe,Italy,787770000,3.043,3.4,3,2.452,4485.4,1840.6,Manufacturing,Manufacture of furniture,0.5,Raw materials,Raw materials
1672,Western Europe,Sweden,49800000000,2.789,3.25,2.596,2.19,4200,1852,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,Operation,Operation
3311,Western Europe,Netherlands,4950000000,2.85,3.35,2.65,2.19,35400,1880,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.5,Operation,Operation
3311,Western Europe,Netherlands,4950000000,2.85,3.35,2.65,2.19,35400,1880,Wholesale And Retail Trade,Retail trade,0.5,Operation,Operation
3573,Western Europe,United Kingdom of Great Britain and Northern Ireland,2240600000,2.848,3.287,2.938,1.952,5919,1945,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.813472823,Transportation,Transportation
3573,Western Europe,United Kingdom of Great Britain and Northern Ireland,2240600000,2.848,3.287,2.938,1.952,5919,1945,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.813472823,End-use,End-use
3573,Western Europe,United Kingdom of Great Britain and Northern Ireland,2240600000,2.848,3.287,2.938,1.952,5919,1945,Human Health And Social Work Activities,Sports activities and amusement and recreation activities,0.186527177,Transportation,Transportation
3573,Western Europe,United Kingdom of Great Britain and Northern Ireland,2240600000,2.848,3.287,2.938,1.952,5919,1945,Human Health And Social Work Activities,Sports activities and amusement and recreation activities,0.186527177,End-use,End-use
3647,Western Europe,Spain,1310000000,3.853,4.9,3.25,2.69,7867,1949,Manufacturing,Manufacture of other transport equipment,1,Operation,Operation
3753,Western Europe,United Kingdom of Great Britain and Northern Ireland,51219000,3.224,3.699,2.974,2.667,82,1959,Information and communication,Publishing activities,0.102717763,N/A,N/A
3753,Western Europe,United Kingdom of Great Britain and Northern Ireland,51219000,3.224,3.699,2.974,2.667,82,1959,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",0.897282237,N/A,N/A
3086,Northern America,United States of America,288945000,2.77,4,1.922,1.571,1548.82,1992.79,Manufacturing,Manufacture of chemicals and chemical products,0.000318575,N/A,N/A
3086,Northern America,United States of America,288945000,2.77,4,1.922,1.571,1548.82,1992.79,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.999681425,N/A,N/A
1316,Western Europe,Italy,1651017000,3.384,3.441,4.75,1.643,5020,2142,Human Health And Social Work Activities,Gambling and betting activities,1,N/A,N/A
1696,Western Europe,Finland,2063500000,2.651,3.543,1.975,1.857,2096,2143,Education,Human health activities,1,N/A,N/A
3042,Western Europe,France,1950000000,2.933,3.503,2,3.024,2682,2164,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,Other,Other
3042,Western Europe,France,1950000000,2.933,3.503,2,3.024,2682,2164,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,Other,Other
4155,Western Europe,Germany,3610000000,2.922,3.015,2.858,2.833,30240,2205,Construction,Civil engineering,0.052075376,Operation,Operation
4155,Western Europe,Germany,3610000000,2.922,3.015,2.858,2.833,30240,2205,Construction,Specialised construction activities,0.318309142,Operation,Operation
4155,Western Europe,Germany,3610000000,2.922,3.015,2.858,2.833,30240,2205,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,0.266233766,Operation,Operation
4155,Western Europe,Germany,3610000000,2.922,3.015,2.858,2.833,30240,2205,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.363381716,Operation,Operation
2709,Northern America,United States of America,1126816000,2.577,3,2.9,1.429,1219,2226,Information and communication,"Computer programming, consultancy and related activities",1,Transportation,Transportation
2709,Northern America,United States of America,1126816000,2.577,3,2.9,1.429,1219,2226,Information and communication,"Computer programming, consultancy and related activities",1,End-use,End-use
1564,Western Europe,United Kingdom of Great Britain and Northern Ireland,581000000,2.822,3,3,2.286,426,2280,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",1,N/A,N/A
1079,Western Europe,Luxembourg,715000000,3.083,3.25,3,2.881,2203,2288,Financial and insurance activities,Activities auxiliary to financial services and insurance activities,1,N/A,N/A
1776,Western Europe,Norway,645700000,3.017,3.509,3.006,2.143,180.1,2298.2,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.999736422,N/A,N/A
1776,Western Europe,Norway,645700000,3.017,3.509,3.006,2.143,180.1,2298.2,Manufacturing,"Repair, maintenance and installation of machinery and equipment",0.000263578,N/A,N/A
1437,Western Europe,Sweden,19900000000,3.032,3.643,3.034,1.929,37,2299,Financial and insurance activities,"Financial service activities, except insurance and pension funding",0.569989422,N/A,N/A
1437,Western Europe,Sweden,19900000000,3.032,3.643,3.034,1.929,37,2299,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",0.430010578,N/A,N/A
1926,Western Europe,France,569700000,2.96,3.084,3,2.69,7166,2386,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",1,Other,Other
10286,Western Europe,United Kingdom of Great Britain and Northern Ireland,2120000000,2.928,3.269,3.011,2.214,16912,2388,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,1,N/A,N/A
3438,Northern America,United States of America,1680000000,2.861,2.905,2.837,2.81,804,2456,Information and communication,Publishing activities,0.045821049,End-use,End-use
3438,Northern America,United States of America,1680000000,2.861,2.905,2.837,2.81,804,2456,Financial and insurance activities,Activities auxiliary to financial services and insurance activities,0.954178951,End-use,End-use
1553,Western Europe,Gibraltar,1754500000,3.507,3.072,5,2.5,892,2497,Human Health And Social Work Activities,Gambling and betting activities,1,N/A,N/A
1054,Western Europe,France,1250000000,2.885,3.46,1.984,2.929,1375,2510,Public Administration And Defence; Compulsory Social Security,Education,1,Operation,Operation
2708,Western Europe,France,4180000000,2.662,3,2.25,2.548,84296,2526,Construction,Civil engineering,0.5,Manufacturing,Manufacturing
2708,Western Europe,France,4180000000,2.662,3,2.25,2.548,84296,2526,Information and communication,Telecommunications,0.5,Manufacturing,Manufacturing
4192,Western Europe,Italy,797200000,3.407,3.725,2.99,3.333,7.6,2549.4,Wholesale And Retail Trade,Retail trade,1,Other,Other
3232,Western Europe,Netherlands,2210571000,3.467,4.05,3.08,2.881,4768,2550,Manufacturing,Manufacture of chemicals and chemical products,0.25,N/A,N/A
3232,Western Europe,Netherlands,2210571000,3.467,4.05,3.08,2.881,4768,2550,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.25,N/A,N/A
3232,Western Europe,Netherlands,2210571000,3.467,4.05,3.08,2.881,4768,2550,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.5,N/A,N/A
3310,Western Europe,France,1476111000,2.836,3.042,2.886,2.405,30793,2598,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,1,N/A,N/A
1799,Northern America,United States of America,2240000000,3.205,4.75,2.25,1.571,59459,2751,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",1,N/A,N/A
10760,Northern America,United States of America,2787586000,2.736,3.33,2.281,2.214,1916,2808,Transportation And Storage,"Warehousing, storage and support activities for transportation",0.351069886,N/A,N/A
10760,Northern America,United States of America,2787586000,2.736,3.33,2.281,2.214,1916,2808,Information and communication,Publishing activities,0.366318205,N/A,N/A
10760,Northern America,United States of America,2787586000,2.736,3.33,2.281,2.214,1916,2808,Education,Human health activities,0.148930114,N/A,N/A
10760,Northern America,United States of America,2787586000,2.736,3.33,2.281,2.214,1916,2808,Education,Social work activities without accommodation,0.133681795,N/A,N/A
2616,Western Europe,France,5610000000,2.845,3.405,2.985,1.667,612,2811,Accommodation And Food Service Activities,Food and beverage service activities,0.194410265,N/A,N/A
2616,Western Europe,France,5610000000,2.845,3.405,2.985,1.667,612,2811,Accommodation And Food Service Activities,Accommodation,0.805589735,N/A,N/A
1203,Western Europe,United Kingdom of Great Britain and Northern Ireland,1630000000,2.943,3.15,3,2.5,16965,2851,Construction,Construction of residential and non-residential buildings,1,Operation,Operation
4198,Western Europe,Spain,2210000000,2.707,2.989,2.755,2.143,43950,2936,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,1,Other,Other
1077,Western Europe,France,1406689000,3.077,3.29,3.12,2.643,3008,3062,"Professional, scientific and technical activities",Scientific research and development,0.5,Transportation,Transportation
1077,Western Europe,France,1406689000,3.077,3.29,3.12,2.643,3008,3062,"Professional, scientific and technical activities","Other professional, scientific and technical activities",0.5,Transportation,Transportation
3419,Northern America,United States of America,1850000000,3.77,4.804,3,2.833,568478,3064,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",0.4,N/A,N/A
3419,Northern America,United States of America,1850000000,3.77,4.804,3,2.833,568478,3064,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.382113821,N/A,N/A
3419,Northern America,United States of America,1850000000,3.77,4.804,3,2.833,568478,3064,Transportation And Storage,Land transport and transport via pipelines,0.217886179,N/A,N/A
3683,Western Europe,Denmark,2370000000,2.657,3.3,2,2.286,2673,3067,Manufacturing,"Manufacture of computer, electronic and optical products",1,Other,Other
3683,Western Europe,Denmark,2370000000,2.657,3.3,2,2.286,2673,3067,Manufacturing,"Manufacture of computer, electronic and optical products",1,Operation,Operation
1824,Western Europe,United Kingdom of Great Britain and Northern Ireland,3044500000,3.226,3.625,3.233,2.5,108280,3070,Manufacturing,Manufacture of food products,1,Operation,Operation
1824,Western Europe,United Kingdom of Great Britain and Northern Ireland,3044500000,3.226,3.625,3.233,2.5,108280,3070,Manufacturing,Manufacture of food products,1,Other,Other
1852,Western Europe,Luxembourg,678999000,2.687,3.098,3,1.571,415.63,3074.36,Information and communication,Publishing activities,0.5,Operation,Operation
1852,Western Europe,Luxembourg,678999000,2.687,3.098,3,1.571,415.63,3074.36,Information and communication,"Computer programming, consultancy and related activities",0.5,Operation,Operation
10100,Western Europe,Sweden,13538600000,2.824,3.176,2.943,2.048,614,3089,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.215008494,Operation,Operation
10100,Western Europe,Sweden,13538600000,2.824,3.176,2.943,2.048,614,3089,Information and communication,Publishing activities,0.5,Operation,Operation
10100,Western Europe,Sweden,13538600000,2.824,3.176,2.943,2.048,614,3089,Information and communication,"Computer programming, consultancy and related activities",0.284991506,Operation,Operation
3669,Australia and New Zealand,New Zealand,475078000,2.531,3.04,2.11,2.119,176,3161,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",0.425389002,N/A,N/A
3669,Australia and New Zealand,New Zealand,475078000,2.531,3.04,2.11,2.119,176,3161,Information and communication,Telecommunications,0.574610998,N/A,N/A
4075,Western Europe,United Kingdom of Great Britain and Northern Ireland,193600000,3.351,4.358,2.907,2.071,2487,3192,Construction,Construction of residential and non-residential buildings,0.107647086,N/A,N/A
4075,Western Europe,United Kingdom of Great Britain and Northern Ireland,193600000,3.351,4.358,2.907,2.071,2487,3192,Transportation And Storage,Water transport,0.725142966,N/A,N/A
4075,Western Europe,United Kingdom of Great Britain and Northern Ireland,193600000,3.351,4.358,2.907,2.071,2487,3192,Transportation And Storage,"Warehousing, storage and support activities for transportation",0.074058385,N/A,N/A
4075,Western Europe,United Kingdom of Great Britain and Northern Ireland,193600000,3.351,4.358,2.907,2.071,2487,3192,Financial And Insurance Activities,Real estate activities,0.093151562,N/A,N/A
1243,Western Europe,Sweden,3410000000,2.752,2.961,2.9,2.2,48140,3215,"Professional, Scientific And Technical Activities",Investigation and security activities,1,Other,Other
3769,Western Europe,Germany,1820000000,2.901,4,1.942,2.071,18137,3248,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,N/A,N/A
3309,Western Europe,Germany,732700000,2.745,2.7,2.5,3.119,48719,3253,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,Other,Other
1367,Western Europe,Ireland,744117000,2.027,1.479,1.979,3.071,54564,3311,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.013131,Operation,Operation
1367,Western Europe,Ireland,744117000,2.027,1.479,1.979,3.071,54564,3311,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.013131,Operation,Operation
1367,Western Europe,Ireland,744117000,2.027,1.479,1.979,3.071,54564,3311,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",0.012144596,Operation,Operation
1367,Western Europe,Ireland,744117000,2.027,1.479,1.979,3.071,54564,3311,"Electricity, Gas, Steam And Air Conditioning Supply","Electricity, gas, steam and air conditioning supply",0.012144596,Operation,Operation
1367,Western Europe,Ireland,744117000,2.027,1.479,1.979,3.071,54564,3311,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.974724405,Operation,Operation
1367,Western Europe,Ireland,744117000,2.027,1.479,1.979,3.071,54564,3311,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.974724405,Operation,Operation
2037,Northern America,United States of America,599383000,2.539,3,1.9,2.476,2841,3373,Information and communication,Publishing activities,1,N/A,N/A
2246,Western Europe,Netherlands,635625000,2.327,2.25,2,2.857,8186,3378,Manufacturing,Manufacture of other transport equipment,1,N/A,N/A
1400,Western Europe,Italy,1700000000,2.853,3.045,2.857,2.5,5265,3400,Information and communication,"Computer programming, consultancy and related activities",1,Operation,Operation
1400,Western Europe,Italy,1700000000,2.853,3.045,2.857,2.5,5265,3400,Information and communication,"Computer programming, consultancy and related activities",1,Operation,Operation
1400,Western Europe,Italy,1700000000,2.853,3.045,2.857,2.5,5265,3400,Information and communication,"Computer programming, consultancy and related activities",1,Operation,Operation
58,Western Europe,Norway,655579000,3.682,4.566,3.084,2.81,231720,3401,Transportation And Storage,Water transport,0.718942559,Other,Other
58,Western Europe,Norway,655579000,3.682,4.566,3.084,2.81,231720,3401,Transportation And Storage,Water transport,0.718942559,Other,Other
58,Western Europe,Norway,655579000,3.682,4.566,3.084,2.81,231720,3401,Accommodation And Food Service Activities,Accommodation,0.281057441,Other,Other
58,Western Europe,Norway,655579000,3.682,4.566,3.084,2.81,231720,3401,Accommodation And Food Service Activities,Accommodation,0.281057441,Other,Other
2645,Northern America,United States of America,1561252000,2.895,3.65,2.35,2.19,281,3425,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.333333333,N/A,N/A
2645,Northern America,United States of America,1561252000,2.895,3.65,2.35,2.19,281,3425,Manufacturing,Other manufacturing,0.333333333,N/A,N/A
2645,Northern America,United States of America,1561252000,2.895,3.65,2.35,2.19,281,3425,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.333333333,N/A,N/A
1415,Eastern Asia,China,18200000000,3.091,3.944,3.079,1.571,194982,3486,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.335484407,N/A,N/A
1415,Eastern Asia,China,18200000000,3.091,3.944,3.079,1.571,194982,3486,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",0.664515593,N/A,N/A
1195,Western Europe,France,6050000000,3.17,3.859,3.449,1.595,45800,3500,"Agriculture, Forestry And Fishing","Crop and animal production, hunting and related service activities",0.362905898,Farming,Farming
1195,Western Europe,France,6050000000,3.17,3.859,3.449,1.595,45800,3500,Manufacturing,Manufacture of food products,0.362905898,Farming,Farming
1195,Western Europe,France,6050000000,3.17,3.859,3.449,1.595,45800,3500,Manufacturing,Other manufacturing,0.091396068,Farming,Farming
1195,Western Europe,France,6050000000,3.17,3.859,3.449,1.595,45800,3500,"Professional, Scientific And Technical Activities",Employment activities,0.091396068,Farming,Farming
1195,Western Europe,France,6050000000,3.17,3.859,3.449,1.595,45800,3500,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.091396068,Farming,Farming
10451,Western Europe,France,5280000000,3.091,3.79,2.017,3.119,37806,3509,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Manufacturing,Manufacturing
10451,Western Europe,France,5280000000,3.091,3.79,2.017,3.119,37806,3509,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Operation,Operation
2953,Northern America,United States of America,648407000,3.029,3.867,2.986,1.571,21400,3600,Manufacturing,"Manufacture of computer, electronic and optical products",1,N/A,N/A
1142,Western Europe,United Kingdom of Great Britain and Northern Ireland,716484000,2.943,3.761,2.383,2.143,6347,3709,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.5,Manufacturing,Manufacturing
1142,Western Europe,United Kingdom of Great Britain and Northern Ireland,716484000,2.943,3.761,2.383,2.143,6347,3709,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.5,Operation,Operation
1142,Western Europe,United Kingdom of Great Britain and Northern Ireland,716484000,2.943,3.761,2.383,2.143,6347,3709,"Professional, scientific and technical activities",Scientific research and development,0.5,Manufacturing,Manufacturing
1142,Western Europe,United Kingdom of Great Britain and Northern Ireland,716484000,2.943,3.761,2.383,2.143,6347,3709,"Professional, scientific and technical activities",Scientific research and development,0.5,Operation,Operation
1939,Northern America,United States of America,2907738000,2.725,2.984,3,1.929,29,3830,Information and communication,Publishing activities,1,Operation,Operation
1224,Western Europe,Netherlands,1732400000,2.978,3.413,2.9,2.286,32666,3860,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.29468599,Raw materials,Raw materials
1224,Western Europe,Netherlands,1732400000,2.978,3.413,2.9,2.286,32666,3860,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.70531401,Raw materials,Raw materials
1162,Western Europe,United Kingdom of Great Britain and Northern Ireland,1123600000,2.857,3.2,2.4,2.786,205.9,3932.5,Information and communication,"Computer programming, consultancy and related activities",1,Operation,Operation
4205,Western Europe,Italy,362000000,3.304,3.9,3,2.595,14043,4081,Manufacturing,Manufacture of textiles,0.164354644,Other,Other
4205,Western Europe,Italy,362000000,3.304,3.9,3,2.595,14043,4081,Manufacturing,Manufacture of leather and related products of other materials,0.662092883,Other,Other
4205,Western Europe,Italy,362000000,3.304,3.9,3,2.595,14043,4081,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",0.173552473,Other,Other
1225,Western Europe,Belgium,3360000000,2.686,3.012,2.827,1.929,24256,4085,"Professional, Scientific And Technical Activities",Employment activities,1,N/A,N/A
3313,Western Europe,Italy,462689000,3.064,3.094,2.974,3.119,1044,4099,Information and communication,"Computer programming, consultancy and related activities",0.895069907,End-use,End-use
3313,Western Europe,Italy,462689000,3.064,3.094,2.974,3.119,1044,4099,Information and communication,"Computer programming, consultancy and related activities",0.895069907,Operation,Operation
3313,Western Europe,Italy,462689000,3.064,3.094,2.974,3.119,1044,4099,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",0.104930093,End-use,End-use
3313,Western Europe,Italy,462689000,3.064,3.094,2.974,3.119,1044,4099,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",0.104930093,Operation,Operation
1349,Western Europe,Netherlands,943000000,3.284,3.895,3,2.524,2071,4120,Transportation And Storage,"Warehousing, storage and support activities for transportation",1,Operation,Operation
2703,Northern America,United States of America,2550000000,2.79,3.101,2.9,2.095,1506,4151,Financial and insurance activities,Activities auxiliary to financial services and insurance activities,1,N/A,N/A
3725,Western Europe,Luxembourg,649600000,3.346,3.802,3.211,2.69,15211,4263,Manufacturing,Manufacture of food products,1,Farming,Farming
2380,Northern America,United States of America,5693603000,2.64,3.168,2.042,2.405,441976,4397,Construction,Civil engineering,0.168258834,N/A,N/A
2380,Northern America,United States of America,5693603000,2.64,3.168,2.042,2.405,441976,4397,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,0.168258834,N/A,N/A
2380,Northern America,United States of America,5693603000,2.64,3.168,2.042,2.405,441976,4397,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.663482333,N/A,N/A
2690,Western Europe,United Kingdom of Great Britain and Northern Ireland,720000000,2.745,2.5,2.9,3,18069,4467,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",1,N/A,N/A
3518,Northern America,United States of America,2849600000,3.504,3.953,3.15,3.119,2807,4488,Manufacturing,Manufacture of rubber and plastic products,0.333333333,Raw materials,Raw materials
3518,Northern America,United States of America,2849600000,3.504,3.953,3.15,3.119,2807,4488,Manufacturing,Manufacture of rubber and plastic products,0.333333333,Operation,Operation
3518,Northern America,United States of America,2849600000,3.504,3.953,3.15,3.119,2807,4488,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.333333333,Raw materials,Raw materials
3518,Northern America,United States of America,2849600000,3.504,3.953,3.15,3.119,2807,4488,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.333333333,Operation,Operation
3518,Northern America,United States of America,2849600000,3.504,3.953,3.15,3.119,2807,4488,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",0.333333333,Raw materials,Raw materials
3518,Northern America,United States of America,2849600000,3.504,3.953,3.15,3.119,2807,4488,"Professional, Scientific And Technical Activities","Office administrative, office support and other business support activities",0.333333333,Operation,Operation
1281,Western Europe,France,1089600000,3.011,3.407,3.1,2.19,828,4546,Wholesale And Retail Trade,Retail trade,1,End-use,End-use
